dataset,period_id,controlled_duration_sec,window_id,start_edge,end_edge,alpha,fallback_rate_cents_per_m,max_zone_rate_cents_per_m,exact_period_fee_cents,exact_window_fee_cents,fallback_window_fee_cents,honest_penalty_controlled_period,honest_penalty_controlled_window,actual_distance_m,fallback_distance_m,duration_sec,movement_ratio,dwell_edge_share,n_edges,speed_bound_ok
rome,rome:60:109-0-s40:p0,120,1,2,3,1.2,14.399999999999999,12.0,28662.0,4404.0,57023.99999999999,1.8358802595771402,11.948228882833785,367.0,3960.0,120.0,0.09267676767676768,0.0,2,True
rome,rome:60:109-0-s40:p0,120,2,10,11,1.2,14.399999999999999,12.0,28662.0,6632.0,57023.99999999999,1.7581466750401225,7.5983112183353425,597.0,3960.0,120.0,0.15075757575757576,0.0,2,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.1,1.2000000000000002,12.0,28662.0,17604.0,11880.000000000002,-0.19970692903495912,-0.32515337423312873,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.1,1.2000000000000002,12.0,28662.0,9176.0,11880.000000000002,0.09434093922266422,0.2946817785527465,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.1,1.2000000000000002,12.0,28662.0,1240.0,11880.000000000002,0.37122322238503946,8.580645161290324,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.2,2.4000000000000004,12.0,28662.0,17604.0,23760.000000000004,0.2147791500942015,0.34969325153374253,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.2,2.4000000000000004,12.0,28662.0,9176.0,23760.000000000004,0.5088270183518249,1.589363557105493,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.2,2.4000000000000004,12.0,28662.0,1240.0,23760.000000000004,0.7857093015142002,18.161290322580648,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.3,3.5999999999999996,12.0,28662.0,17604.0,35640.0,0.6292652292233619,1.0245398773006136,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.3,3.5999999999999996,12.0,28662.0,9176.0,35640.0,0.9233130974809852,2.884045335658239,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.3,3.5999999999999996,12.0,28662.0,1240.0,35640.0,1.2001953806433605,27.741935483870968,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.4,4.800000000000001,12.0,28662.0,17604.0,47520.00000000001,1.0437513083525227,1.699386503067485,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.4,4.800000000000001,12.0,28662.0,9176.0,47520.00000000001,1.337799176610146,4.178727114210986,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.4,4.800000000000001,12.0,28662.0,1240.0,47520.00000000001,1.6146814597725214,37.322580645161295,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.5,6.0,12.0,28662.0,17604.0,59400.0,1.458237387481683,2.374233128834356,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.5,6.0,12.0,28662.0,9176.0,59400.0,1.7522852557393065,5.473408892763731,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.5,6.0,12.0,28662.0,1240.0,59400.0,2.0291675389016817,46.903225806451616,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.6,7.199999999999999,12.0,28662.0,17604.0,71280.0,1.8727234666108437,3.049079754601227,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.6,7.199999999999999,12.0,28662.0,9176.0,71280.0,2.166771334868467,6.768090671316478,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.6,7.199999999999999,12.0,28662.0,1240.0,71280.0,2.4436536180308424,56.483870967741936,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.7,8.399999999999999,12.0,28662.0,17604.0,83159.99999999999,2.2872095457400037,3.7239263803680975,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.7,8.399999999999999,12.0,28662.0,9176.0,83159.99999999999,2.581257413997627,8.062772449869222,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.7,8.399999999999999,12.0,28662.0,1240.0,83159.99999999999,2.858139697160002,66.06451612903224,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.8,9.600000000000001,12.0,28662.0,17604.0,95040.00000000001,2.7016956248691653,4.39877300613497,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.8,9.600000000000001,12.0,28662.0,9176.0,95040.00000000001,2.995743493126789,9.357454228421972,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.8,9.600000000000001,12.0,28662.0,1240.0,95040.00000000001,3.2726257762891637,75.64516129032259,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,0.9,10.8,12.0,28662.0,17604.0,106920.0,3.1161817039983255,5.07361963190184,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,0.9,10.8,12.0,28662.0,9176.0,106920.0,3.4102295722559486,10.652136006974716,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,0.9,10.8,12.0,28662.0,1240.0,106920.0,3.687111855418324,85.2258064516129,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,1.0,12.0,12.0,28662.0,17604.0,118800.0,3.5306677831274857,5.748466257668712,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,1.0,12.0,12.0,28662.0,9176.0,118800.0,3.8247156513851093,11.946817785527463,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,1.0,12.0,12.0,28662.0,1240.0,118800.0,4.101597934547485,94.80645161290323,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,1.1,13.200000000000001,12.0,28662.0,17604.0,130680.00000000001,3.945153862256647,6.4233128834355835,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,1.1,13.200000000000001,12.0,28662.0,9176.0,130680.00000000001,4.23920173051427,13.241499564080211,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,1.1,13.200000000000001,12.0,28662.0,1240.0,130680.00000000001,4.516084013676646,104.38709677419357,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s40:p0,300,0,0,4,1.2,14.399999999999999,12.0,28662.0,17604.0,142560.0,4.359639941385807,7.098159509202454,1467.0,9900.0,300.0,0.1481818181818182,0.2,5,True
rome,rome:60:109-0-s40:p0,300,1,7,11,1.2,14.399999999999999,12.0,28662.0,9176.0,142560.0,4.65368780964343,14.536181342632956,809.0,9900.0,300.0,0.08171717171717172,0.2,5,True
rome,rome:60:109-0-s40:p0,300,2,15,19,1.2,14.399999999999999,12.0,28662.0,1240.0,142560.0,4.930570092805805,113.96774193548387,124.0,9900.0,300.0,0.012525252525252526,0.4,5,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.1,1.2000000000000002,12.0,26936.0,3204.0,2376.0000000000005,-0.030739530739530722,-0.2584269662921347,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.1,1.2000000000000002,12.0,26936.0,4440.0,2376.0000000000005,-0.07662607662607661,-0.4648648648648648,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.1,1.2000000000000002,12.0,26936.0,3516.0,2376.0000000000005,-0.0423225423225423,-0.3242320819112627,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.2,2.4000000000000004,12.0,26936.0,3204.0,4752.000000000001,0.0574695574695575,0.48314606741573063,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.2,2.4000000000000004,12.0,26936.0,4440.0,4752.000000000001,0.011583011583011617,0.07027027027027047,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.2,2.4000000000000004,12.0,26936.0,3516.0,4752.000000000001,0.04588654588654592,0.35153583617747464,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.3,3.5999999999999996,12.0,26936.0,3204.0,7127.999999999999,0.14567864567864564,1.2247191011235952,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.3,3.5999999999999996,12.0,26936.0,4440.0,7127.999999999999,0.09979209979209976,0.6054054054054052,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.3,3.5999999999999996,12.0,26936.0,3516.0,7127.999999999999,0.13409563409563408,1.0273037542662113,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.4,4.800000000000001,12.0,26936.0,3204.0,9504.000000000002,0.23388773388773396,1.9662921348314613,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.4,4.800000000000001,12.0,26936.0,4440.0,9504.000000000002,0.18800118800118806,1.1405405405405409,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.4,4.800000000000001,12.0,26936.0,3516.0,9504.000000000002,0.22230472230472237,1.7030716723549493,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.5,6.0,12.0,26936.0,3204.0,11880.0,0.3220968220968221,2.707865168539326,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.5,6.0,12.0,26936.0,4440.0,11880.0,0.2762102762102762,1.6756756756756757,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.5,6.0,12.0,26936.0,3516.0,11880.0,0.3105138105138105,2.378839590443686,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.6,7.199999999999999,12.0,26936.0,3204.0,14255.999999999998,0.41030591030591024,3.4494382022471903,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.6,7.199999999999999,12.0,26936.0,4440.0,14255.999999999998,0.36441936441936434,2.2108108108108104,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.6,7.199999999999999,12.0,26936.0,3516.0,14255.999999999998,0.3987228987228987,3.0546075085324227,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.7,8.399999999999999,12.0,26936.0,3204.0,16631.999999999996,0.49851499851499836,4.191011235955055,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.7,8.399999999999999,12.0,26936.0,4440.0,16631.999999999996,0.45262845262845247,2.745945945945945,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.7,8.399999999999999,12.0,26936.0,3516.0,16631.999999999996,0.4869319869319868,3.7303754266211593,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.8,9.600000000000001,12.0,26936.0,3204.0,19008.000000000004,0.5867240867240868,4.9325842696629225,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.8,9.600000000000001,12.0,26936.0,4440.0,19008.000000000004,0.540837540837541,3.2810810810810818,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.8,9.600000000000001,12.0,26936.0,3516.0,19008.000000000004,0.5751410751410753,4.406143344709899,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,0.9,10.8,12.0,26936.0,3204.0,21384.0,0.674933174933175,5.674157303370786,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,0.9,10.8,12.0,26936.0,4440.0,21384.0,0.629046629046629,3.8162162162162163,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,0.9,10.8,12.0,26936.0,3516.0,21384.0,0.6633501633501634,5.081911262798635,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,1.0,12.0,12.0,26936.0,3204.0,23760.0,0.7631422631422632,6.415730337078652,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,1.0,12.0,12.0,26936.0,4440.0,23760.0,0.7172557172557172,4.351351351351352,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,1.0,12.0,12.0,26936.0,3516.0,23760.0,0.7515592515592515,5.757679180887372,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,1.1,13.200000000000001,12.0,26936.0,3204.0,26136.000000000004,0.8513513513513515,7.157303370786518,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,1.1,13.200000000000001,12.0,26936.0,4440.0,26136.000000000004,0.8054648054648056,4.886486486486487,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,1.1,13.200000000000001,12.0,26936.0,3516.0,26136.000000000004,0.8397683397683399,6.43344709897611,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,60,0,1,1,1.2,14.399999999999999,12.0,26936.0,3204.0,28511.999999999996,0.9395604395604394,7.898876404494381,267.0,1980.0,60.0,0.13484848484848486,0.0,1,True
rome,rome:60:109-0-s42:p0,60,1,4,4,1.2,14.399999999999999,12.0,26936.0,4440.0,28511.999999999996,0.8936738936738935,5.421621621621621,370.0,1980.0,60.0,0.18686868686868688,0.0,1,True
rome,rome:60:109-0-s42:p0,60,2,5,5,1.2,14.399999999999999,12.0,26936.0,3516.0,28511.999999999996,0.9279774279774279,7.109215017064845,293.0,1980.0,60.0,0.147979797979798,0.0,1,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.1,1.2000000000000002,12.0,26936.0,5568.0,4752.000000000001,-0.03029403029403026,-0.14655172413793088,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.1,1.2000000000000002,12.0,26936.0,7956.0,4752.000000000001,-0.11894861894861891,-0.40271493212669673,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.1,1.2000000000000002,12.0,26936.0,4186.0,4752.000000000001,0.021012771012771048,0.13521261347348326,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.2,2.4000000000000004,12.0,26936.0,5568.0,9504.000000000002,0.1461241461241462,0.7068965517241382,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.2,2.4000000000000004,12.0,26936.0,7956.0,9504.000000000002,0.057469557469557536,0.19457013574660656,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.2,2.4000000000000004,12.0,26936.0,4186.0,9504.000000000002,0.1974309474309475,1.2704252269469665,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.3,3.5999999999999996,12.0,26936.0,5568.0,14255.999999999998,0.32254232254232246,1.5603448275862066,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.3,3.5999999999999996,12.0,26936.0,7956.0,14255.999999999998,0.23388773388773382,0.7918552036199092,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.3,3.5999999999999996,12.0,26936.0,4186.0,14255.999999999998,0.3738491238491238,2.405637840420449,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.4,4.800000000000001,12.0,26936.0,5568.0,19008.000000000004,0.4989604989604991,2.4137931034482767,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.4,4.800000000000001,12.0,26936.0,7956.0,19008.000000000004,0.41030591030591046,1.389140271493213,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.4,4.800000000000001,12.0,26936.0,4186.0,19008.000000000004,0.5502673002673004,3.540850453893933,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.5,6.0,12.0,26936.0,5568.0,23760.0,0.6753786753786754,3.2672413793103448,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.5,6.0,12.0,26936.0,7956.0,23760.0,0.5867240867240867,1.9864253393665159,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.5,6.0,12.0,26936.0,4186.0,23760.0,0.7266854766854767,4.676063067367415,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.6,7.199999999999999,12.0,26936.0,5568.0,28511.999999999996,0.8517968517968517,4.120689655172413,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.6,7.199999999999999,12.0,26936.0,7956.0,28511.999999999996,0.763142263142263,2.5837104072398187,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.6,7.199999999999999,12.0,26936.0,4186.0,28511.999999999996,0.9031036531036529,5.811275680840898,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.7,8.399999999999999,12.0,26936.0,5568.0,33263.99999999999,1.028215028215028,4.974137931034481,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.7,8.399999999999999,12.0,26936.0,7956.0,33263.99999999999,0.9395604395604393,3.180995475113121,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.7,8.399999999999999,12.0,26936.0,4186.0,33263.99999999999,1.0795218295218292,6.9464882943143795,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.8,9.600000000000001,12.0,26936.0,5568.0,38016.00000000001,1.204633204633205,5.827586206896553,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.8,9.600000000000001,12.0,26936.0,7956.0,38016.00000000001,1.1159786159786163,3.778280542986426,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.8,9.600000000000001,12.0,26936.0,4186.0,38016.00000000001,1.2559400059400063,8.081700907787866,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,0.9,10.8,12.0,26936.0,5568.0,42768.0,1.3810513810513811,6.681034482758621,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,0.9,10.8,12.0,26936.0,7956.0,42768.0,1.2923967923967925,4.375565610859729,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,0.9,10.8,12.0,26936.0,4186.0,42768.0,1.4323581823581824,9.216913521261347,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,1.0,12.0,12.0,26936.0,5568.0,47520.0,1.5574695574695574,7.5344827586206895,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,1.0,12.0,12.0,26936.0,7956.0,47520.0,1.4688149688149688,4.972850678733032,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,1.0,12.0,12.0,26936.0,4186.0,47520.0,1.6087763587763588,10.35212613473483,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,1.1,13.200000000000001,12.0,26936.0,5568.0,52272.00000000001,1.733887733887734,8.38793103448276,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,1.1,13.200000000000001,12.0,26936.0,7956.0,52272.00000000001,1.6452331452331455,5.5701357466063355,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,1.1,13.200000000000001,12.0,26936.0,4186.0,52272.00000000001,1.7851945351945355,11.487338748208316,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,120,0,1,2,1.2,14.399999999999999,12.0,26936.0,5568.0,57023.99999999999,1.9103059103059101,9.241379310344826,464.0,3960.0,120.0,0.11717171717171718,0.0,2,True
rome,rome:60:109-0-s42:p0,120,1,4,5,1.2,14.399999999999999,12.0,26936.0,7956.0,57023.99999999999,1.8216513216513215,6.167420814479637,663.0,3960.0,120.0,0.16742424242424242,0.0,2,True
rome,rome:60:109-0-s42:p0,120,2,6,7,1.2,14.399999999999999,12.0,26936.0,4186.0,57023.99999999999,1.9616127116127113,12.622551361681795,388.0,3960.0,120.0,0.09797979797979799,0.0,2,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.1,1.2000000000000002,12.0,26936.0,16284.0,11880.000000000002,-0.16349866349866343,-0.27044952100221065,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.1,1.2000000000000002,12.0,26936.0,1160.0,11880.000000000002,0.397980397980398,9.24137931034483,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
rome,rome:60:109-0-s42:p0,300,2,19,23,0.1,1.2000000000000002,12.0,26936.0,1960.0,11919.600000000002,0.3697505197505198,5.081428571428573,196.0,9933.0,301.0,0.019732205778717406,0.2,5,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.2,2.4000000000000004,12.0,26936.0,16284.0,23760.000000000004,0.2775467775467777,0.4591009579955787,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.2,2.4000000000000004,12.0,26936.0,1160.0,23760.000000000004,0.8390258390258392,19.48275862068966,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
rome,rome:60:109-0-s42:p0,300,2,19,23,0.2,2.4000000000000004,12.0,26936.0,1960.0,23839.200000000004,0.8122661122661124,11.162857142857145,196.0,9933.0,301.0,0.019732205778717406,0.2,5,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.3,3.5999999999999996,12.0,26936.0,16284.0,35640.0,0.7185922185922186,1.1886514369933676,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.3,3.5999999999999996,12.0,26936.0,1160.0,35640.0,1.2800712800712801,29.724137931034484,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
rome,rome:60:109-0-s42:p0,300,2,19,23,0.3,3.5999999999999996,12.0,26936.0,1960.0,35758.799999999996,1.2547817047817047,17.244285714285713,196.0,9933.0,301.0,0.019732205778717406,0.2,5,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.4,4.800000000000001,12.0,26936.0,16284.0,47520.00000000001,1.1596376596376599,1.9182019159911574,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.4,4.800000000000001,12.0,26936.0,1160.0,47520.00000000001,1.7211167211167213,39.96551724137932,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
rome,rome:60:109-0-s42:p0,300,2,19,23,0.4,4.800000000000001,12.0,26936.0,1960.0,47678.40000000001,1.6972972972972977,23.32571428571429,196.0,9933.0,301.0,0.019732205778717406,0.2,5,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.5,6.0,12.0,26936.0,16284.0,59400.0,1.6006831006831006,2.647752394988946,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.5,6.0,12.0,26936.0,1160.0,59400.0,2.1621621621621623,50.206896551724135,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
rome,rome:60:109-0-s42:p0,300,2,19,23,0.5,6.0,12.0,26936.0,1960.0,59598.0,2.1398128898128896,29.40714285714286,196.0,9933.0,301.0,0.019732205778717406,0.2,5,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.6,7.199999999999999,12.0,26936.0,16284.0,71280.0,2.0417285417285416,3.3773028739867352,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.6,7.199999999999999,12.0,26936.0,1160.0,71280.0,2.6032076032076032,60.44827586206897,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
rome,rome:60:109-0-s42:p0,300,2,19,23,0.6,7.199999999999999,12.0,26936.0,1960.0,71517.59999999999,2.582328482328482,35.488571428571426,196.0,9933.0,301.0,0.019732205778717406,0.2,5,True
rome,rome:60:109-0-s42:p0,300,0,1,5,0.7,8.399999999999999,12.0,26936.0,16284.0,83159.99999999999,2.482773982773982,4.1068533529845235,1357.0,9900.0,300.0,0.13707070707070707,0.0,5,True
rome,rome:60:109-0-s42:p0,300,1,14,18,0.7,8.399999999999999,12.0,26936.0,1160.0,83159.99999999999,3.0442530442530438,70.68965517241378,116.0,9900.0,300.0,0.011717171717171718,0.0,5,True
