dataset,period_id,edge_idx,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_distance_m,max_zone_rate_cents_per_m,break_even_rate_cents_per_m,break_even_alpha,movement_ratio,dwell_edge,speed_bound_slack_m,speed_bound_ok
rome,rome:60:153-0-s12:p0,11,61,0,1012,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p0,12,59,0,1012,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p0,13,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p0,14,60,4,1012,120,12,48.0,1980.0,12.0,0.024242424242424242,0.00202020202020202,0.00202020202020202,True,1976.0,True
rome,rome:60:153-0-s12:p0,15,60,1,1112,120,12,12.0,1980.0,12.0,0.006060606060606061,0.000505050505050505,0.000505050505050505,True,1979.0,True
rome,rome:60:153-0-s12:p0,16,60,4,1112,120,12,48.0,1980.0,12.0,0.024242424242424242,0.00202020202020202,0.00202020202020202,True,1976.0,True
rome,rome:60:153-0-s12:p0,17,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p0,18,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p0,19,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p0,20,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p0,21,60,2,1112,120,12,24.0,1980.0,12.0,0.012121212121212121,0.00101010101010101,0.00101010101010101,True,1978.0,True
rome,rome:60:153-0-s12:p0,22,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p0,23,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,0,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,1,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,2,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,3,62,0,1112,120,12,0.0,2046.0,12.0,0.0,0.0,0.0,True,2046.0,True
rome,rome:60:153-0-s12:p1,4,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,5,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,6,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,7,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,8,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p1,9,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,10,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p1,11,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,12,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,13,60,54,1112,120,12,648.0,1980.0,12.0,0.32727272727272727,0.02727272727272727,0.02727272727272727,False,1926.0,True
rome,rome:60:153-0-s12:p1,14,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p1,15,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,16,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,17,60,46,1112,120,12,552.0,1980.0,12.0,0.2787878787878788,0.023232323232323233,0.023232323232323233,False,1934.0,True
rome,rome:60:153-0-s12:p1,18,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s12:p1,19,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p1,20,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,21,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s12:p1,22,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s12:p1,23,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s15:p0,0,59,78,1011,120,12,936.0,1947.0,12.0,0.48073959938366717,0.040061633281972264,0.040061633281972264,False,1869.0,True
rome,rome:60:153-0-s15:p0,1,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,2,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,3,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,4,63,1,1012,120,12,12.0,2079.0,12.0,0.005772005772005772,0.000481000481000481,0.000481000481000481,True,2078.0,True
rome,rome:60:153-0-s15:p0,5,57,0,1012,120,12,0.0,1881.0,12.0,0.0,0.0,0.0,True,1881.0,True
rome,rome:60:153-0-s15:p0,6,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,7,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,8,62,0,1012,120,12,0.0,2046.0,12.0,0.0,0.0,0.0,True,2046.0,True
rome,rome:60:153-0-s15:p0,9,58,0,1012,120,12,0.0,1914.0,12.0,0.0,0.0,0.0,True,1914.0,True
rome,rome:60:153-0-s15:p0,10,60,0,1012,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,11,60,3,1012,120,12,36.0,1980.0,12.0,0.01818181818181818,0.0015151515151515152,0.0015151515151515152,True,1977.0,True
rome,rome:60:153-0-s15:p0,12,61,8,1012,120,12,96.0,2013.0,12.0,0.04769001490312966,0.003974167908594138,0.003974167908594138,True,2005.0,True
rome,rome:60:153-0-s15:p0,13,59,28,1012,120,12,336.0,1947.0,12.0,0.17257318952234207,0.01438109912686184,0.014381099126861838,False,1919.0,True
rome,rome:60:153-0-s15:p0,14,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,15,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,16,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,17,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s15:p0,18,58,3,1112,120,12,36.0,1914.0,12.0,0.018808777429467086,0.0015673981191222572,0.001567398119122257,True,1911.0,True
rome,rome:60:153-0-s15:p0,19,62,2,1112,120,12,24.0,2046.0,12.0,0.011730205278592375,0.0009775171065493646,0.0009775171065493646,True,2044.0,True
rome,rome:60:153-0-s15:p0,20,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s15:p0,21,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,22,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p0,23,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p1,0,60,0,1112,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p1,1,61,4,1112,120,12,48.0,2013.0,12.0,0.02384500745156483,0.001987083954297069,0.001987083954297069,True,2009.0,True
rome,rome:60:153-0-s15:p1,2,59,5,1112,120,12,60.0,1947.0,12.0,0.030816640986132512,0.0025680534155110425,0.0025680534155110425,True,1942.0,True
rome,rome:60:153-0-s15:p1,3,61,19,1112,120,12,228.0,2013.0,12.0,0.11326378539493294,0.009438648782911079,0.009438648782911079,False,1994.0,True
rome,rome:60:153-0-s15:p1,4,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s15:p1,5,61,15,1112,120,12,180.0,2013.0,12.0,0.08941877794336811,0.007451564828614009,0.007451564828614009,False,1998.0,True
rome,rome:60:153-0-s15:p1,6,59,23,1113,120,12,276.0,1947.0,12.0,0.14175654853620956,0.011813045711350797,0.011813045711350795,False,1924.0,True
rome,rome:60:153-0-s15:p1,7,61,27,1112,120,12,324.0,2013.0,12.0,0.16095380029806258,0.013412816691505215,0.013412816691505217,False,1986.0,True
rome,rome:60:153-0-s15:p1,8,59,11,1112,120,12,132.0,1947.0,12.0,0.06779661016949153,0.005649717514124294,0.005649717514124294,False,1936.0,True
rome,rome:60:153-0-s15:p1,9,60,4,1112,120,12,48.0,1980.0,12.0,0.024242424242424242,0.00202020202020202,0.00202020202020202,True,1976.0,True
rome,rome:60:153-0-s15:p1,10,60,23,1112,120,12,276.0,1980.0,12.0,0.1393939393939394,0.011616161616161616,0.011616161616161616,False,1957.0,True
rome,rome:60:153-0-s15:p1,11,60,16,1112,120,12,192.0,1980.0,12.0,0.09696969696969697,0.00808080808080808,0.00808080808080808,False,1964.0,True
rome,rome:60:153-0-s15:p1,12,61,14,1112,120,12,168.0,2013.0,12.0,0.08345752608047691,0.0069547938400397425,0.006954793840039742,False,1999.0,True
rome,rome:60:153-0-s15:p1,13,59,11,1112,120,12,132.0,1947.0,12.0,0.06779661016949153,0.005649717514124294,0.005649717514124294,False,1936.0,True
rome,rome:60:153-0-s15:p1,14,61,0,1112,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s15:p1,15,59,0,1112,120,12,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s15:p1,16,61,31,1112,120,12,372.0,2013.0,12.0,0.18479880774962743,0.015399900645802286,0.015399900645802286,False,1982.0,True
rome,rome:60:153-0-s15:p1,17,59,38,1112,120,12,456.0,1947.0,12.0,0.23420647149460708,0.019517205957883924,0.019517205957883924,False,1909.0,True
rome,rome:60:153-0-s15:p1,18,61,0,1113,120,12,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:153-0-s15:p1,19,59,25,1113,120,12,300.0,1947.0,12.0,0.15408320493066255,0.012840267077555213,0.012840267077555213,False,1922.0,True
rome,rome:60:153-0-s15:p1,20,60,21,1112,120,12,252.0,1980.0,12.0,0.12727272727272726,0.010606060606060605,0.010606060606060607,False,1959.0,True
rome,rome:60:153-0-s15:p1,21,60,9,1113,120,12,108.0,1980.0,12.0,0.05454545454545454,0.004545454545454545,0.004545454545454545,True,1971.0,True
rome,rome:60:153-0-s15:p1,22,60,16,1112,120,12,192.0,1980.0,12.0,0.09696969696969697,0.00808080808080808,0.00808080808080808,False,1964.0,True
rome,rome:60:153-0-s15:p1,23,61,32,1112,120,12,384.0,2013.0,12.0,0.19076005961251863,0.015896671634376552,0.015896671634376552,False,1981.0,True
rome,rome:60:153-0-s15:p2,0,61,36,1113,120,12,432.0,2013.0,12.0,0.21460506706408347,0.01788375558867362,0.01788375558867362,False,1977.0,True
rome,rome:60:153-0-s15:p2,1,59,49,1112,120,12,588.0,1947.0,12.0,0.3020030816640986,0.025166923472008218,0.025166923472008218,False,1898.0,True
rome,rome:60:153-0-s15:p2,2,61,84,1113,120,12,1008.0,2013.0,12.0,0.5007451564828614,0.041728763040238454,0.041728763040238454,False,1929.0,True
rome,rome:60:153-0-s15:p2,3,59,34,1112,120,12,408.0,1947.0,12.0,0.20955315870570107,0.01746276322547509,0.01746276322547509,False,1913.0,True
rome,rome:60:153-0-s15:p2,4,61,13,1112,120,12,156.0,2013.0,12.0,0.07749627421758569,0.006458022851465474,0.006458022851465474,False,2000.0,True
rome,rome:60:153-0-s15:p2,5,59,34,1112,120,12,408.0,1947.0,12.0,0.20955315870570107,0.01746276322547509,0.01746276322547509,False,1913.0,True
rome,rome:60:153-0-s15:p2,6,60,24,1112,120,12,288.0,1980.0,12.0,0.14545454545454545,0.012121212121212121,0.012121212121212121,False,1956.0,True
rome,rome:60:153-0-s15:p2,7,59,25,1112,120,12,300.0,1947.0,12.0,0.15408320493066255,0.012840267077555213,0.012840267077555213,False,1922.0,True
rome,rome:60:153-0-s15:p2,8,61,3,1113,120,12,36.0,2013.0,12.0,0.01788375558867362,0.0014903129657228018,0.0014903129657228018,True,2010.0,True
rome,rome:60:153-0-s15:p2,9,61,20,1113,120,12,240.0,2013.0,12.0,0.11922503725782414,0.009935419771485345,0.009935419771485345,False,1993.0,True
rome,rome:60:153-0-s15:p2,10,59,19,1113,120,12,228.0,1947.0,12.0,0.11710323574730354,0.009758602978941962,0.009758602978941962,False,1928.0,True
rome,rome:60:153-0-s15:p2,11,60,20,1113,120,12,240.0,1980.0,12.0,0.12121212121212122,0.010101010101010102,0.010101010101010102,False,1960.0,True
rome,rome:60:153-0-s15:p2,12,60,42,1113,120,12,504.0,1980.0,12.0,0.2545454545454545,0.02121212121212121,0.021212121212121213,False,1938.0,True
rome,rome:60:153-0-s15:p2,13,60,19,1113,120,12,228.0,1980.0,12.0,0.11515151515151516,0.009595959595959597,0.009595959595959595,False,1961.0,True
rome,rome:60:153-0-s15:p2,14,60,0,1113,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p2,15,60,0,1113,120,12,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s15:p2,16,60,46,1113,120,12,552.0,1980.0,12.0,0.2787878787878788,0.023232323232323233,0.023232323232323233,False,1934.0,True
rome,rome:60:153-0-s15:p2,17,61,23,1112,120,12,276.0,2013.0,12.0,0.13710879284649777,0.011425732737208148,0.011425732737208148,False,1990.0,True
rome,rome:60:153-0-s15:p2,18,61,49,1112,120,12,588.0,2013.0,12.0,0.29210134128166915,0.024341778440139097,0.024341778440139097,False,1964.0,True
rome,rome:60:153-0-s15:p2,19,58,33,1112,120,12,396.0,1914.0,12.0,0.20689655172413793,0.017241379310344827,0.017241379310344827,False,1881.0,True
rome,rome:60:153-0-s15:p2,20,61,10,1112,120,12,120.0,2013.0,12.0,0.05961251862891207,0.004967709885742673,0.004967709885742673,True,2003.0,True
rome,rome:60:153-0-s15:p2,21,59,13,1112,120,12,156.0,1947.0,12.0,0.08012326656394453,0.00667693888032871,0.00667693888032871,False,1934.0,True
rome,rome:60:153-0-s15:p2,22,61,53,1112,120,12,636.0,2013.0,12.0,0.31594634873323396,0.026328862394436162,0.026328862394436166,False,1960.0,True
rome,rome:60:153-0-s15:p2,23,59,20,1112,120,12,240.0,1947.0,12.0,0.12326656394453005,0.01027221366204417,0.01027221366204417,False,1927.0,True
rome,rome:60:153-0-s214:p0,0,61,11,1514,100,10,110.0,2013.0,12.0,0.0546448087431694,0.004553734061930783,0.00546448087431694,False,2002.0,True
rome,rome:60:153-0-s214:p0,1,59,0,1514,100,10,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:153-0-s214:p0,2,62,0,1514,100,10,0.0,2046.0,12.0,0.0,0.0,0.0,True,2046.0,True
rome,rome:60:153-0-s214:p0,3,58,0,1514,100,10,0.0,1914.0,12.0,0.0,0.0,0.0,True,1914.0,True
rome,rome:60:153-0-s214:p0,4,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,5,60,19,1514,100,10,190.0,1980.0,12.0,0.09595959595959595,0.007996632996632997,0.009595959595959595,False,1961.0,True
rome,rome:60:153-0-s214:p0,6,60,71,1514,100,10,710.0,1980.0,12.0,0.35858585858585856,0.02988215488215488,0.03585858585858586,False,1909.0,True
rome,rome:60:153-0-s214:p0,7,60,6,1514,100,10,60.0,1980.0,12.0,0.030303030303030304,0.0025252525252525255,0.0030303030303030303,True,1974.0,True
rome,rome:60:153-0-s214:p0,8,60,26,1514,100,10,260.0,1980.0,12.0,0.13131313131313133,0.010942760942760943,0.013131313131313131,False,1954.0,True
rome,rome:60:153-0-s214:p0,9,60,19,1514,100,10,190.0,1980.0,12.0,0.09595959595959595,0.007996632996632997,0.009595959595959595,False,1961.0,True
rome,rome:60:153-0-s214:p0,10,60,6,1514,100,10,60.0,1980.0,12.0,0.030303030303030304,0.0025252525252525255,0.0030303030303030303,True,1974.0,True
rome,rome:60:153-0-s214:p0,11,60,20,1514,100,10,200.0,1980.0,12.0,0.10101010101010101,0.008417508417508417,0.010101010101010102,False,1960.0,True
rome,rome:60:153-0-s214:p0,12,60,5,1514,100,10,50.0,1980.0,12.0,0.025252525252525252,0.0021043771043771043,0.0025252525252525255,True,1975.0,True
rome,rome:60:153-0-s214:p0,13,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,14,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,15,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,16,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,17,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,18,60,1,1514,100,10,10.0,1980.0,12.0,0.005050505050505051,0.0004208754208754209,0.000505050505050505,True,1979.0,True
rome,rome:60:153-0-s214:p0,19,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:153-0-s214:p0,20,61,11,1514,100,10,110.0,2013.0,12.0,0.0546448087431694,0.004553734061930783,0.00546448087431694,False,2002.0,True
rome,rome:60:153-0-s214:p0,21,59,3,1514,100,10,30.0,1947.0,12.0,0.015408320493066256,0.0012840267077555213,0.0015408320493066256,True,1944.0,True
rome,rome:60:153-0-s214:p0,22,60,171,1514,100,10,1710.0,1980.0,12.0,0.8636363636363636,0.07196969696969698,0.08636363636363636,False,1809.0,True
rome,rome:60:153-0-s214:p0,23,60,337,1313,100,10,3370.0,1980.0,12.0,1.702020202020202,0.14183501683501684,0.17020202020202022,False,1643.0,True
rome,rome:60:155-0-s239:p0,0,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s239:p0,1,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s239:p0,2,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s239:p0,3,60,0,1514,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s239:p0,4,61,7,1514,100,10,70.0,2013.0,12.0,0.03477396920019871,0.0028978307666832257,0.003477396920019871,True,2006.0,True
rome,rome:60:155-0-s239:p0,5,59,8,1514,100,10,80.0,1947.0,12.0,0.04108885464817668,0.00342407122068139,0.004108885464817668,True,1939.0,True
rome,rome:60:155-0-s239:p0,6,63,6,1514,100,10,60.0,2079.0,12.0,0.02886002886002886,0.002405002405002405,0.002886002886002886,True,2073.0,True
rome,rome:60:155-0-s239:p0,7,57,26,1514,100,10,260.0,1881.0,12.0,0.13822434875066453,0.011518695729222045,0.013822434875066455,False,1855.0,True
rome,rome:60:155-0-s239:p0,8,60,12,1514,100,10,120.0,1980.0,12.0,0.06060606060606061,0.005050505050505051,0.006060606060606061,False,1968.0,True
rome,rome:60:155-0-s239:p0,9,60,2,1514,100,10,20.0,1980.0,12.0,0.010101010101010102,0.0008417508417508418,0.00101010101010101,True,1978.0,True
rome,rome:60:155-0-s239:p0,10,60,7,1514,100,10,70.0,1980.0,12.0,0.03535353535353535,0.002946127946127946,0.0035353535353535356,True,1973.0,True
rome,rome:60:155-0-s239:p0,11,61,7,1514,100,10,70.0,2013.0,12.0,0.03477396920019871,0.0028978307666832257,0.003477396920019871,True,2006.0,True
rome,rome:60:155-0-s239:p0,12,63,1,1514,100,10,10.0,2079.0,12.0,0.00481000481000481,0.00040083373416706754,0.000481000481000481,True,2078.0,True
rome,rome:60:155-0-s239:p0,13,57,7,1514,100,10,70.0,1881.0,12.0,0.03721424774056353,0.0031011873117136276,0.003721424774056353,True,1874.0,True
rome,rome:60:155-0-s239:p0,14,61,0,1514,100,10,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:155-0-s239:p0,15,58,20,1514,100,10,200.0,1914.0,12.0,0.1044932079414838,0.008707767328456984,0.01044932079414838,False,1894.0,True
rome,rome:60:155-0-s239:p0,16,60,20,1513,100,10,200.0,1980.0,12.0,0.10101010101010101,0.008417508417508417,0.010101010101010102,False,1960.0,True
rome,rome:60:155-0-s239:p0,17,63,22,1513,100,10,220.0,2079.0,12.0,0.10582010582010581,0.008818342151675485,0.010582010582010581,False,2057.0,True
rome,rome:60:155-0-s239:p0,18,58,20,1513,100,10,200.0,1914.0,12.0,0.1044932079414838,0.008707767328456984,0.01044932079414838,False,1894.0,True
rome,rome:60:155-0-s239:p0,19,59,14,1513,100,10,140.0,1947.0,12.0,0.07190549563430919,0.005992124636192433,0.007190549563430919,False,1933.0,True
rome,rome:60:155-0-s239:p0,20,61,16,1513,100,10,160.0,2013.0,12.0,0.07948335817188276,0.00662361318099023,0.007948335817188276,False,1997.0,True
rome,rome:60:155-0-s239:p0,21,63,14,1513,100,10,140.0,2079.0,12.0,0.06734006734006734,0.005611672278338945,0.006734006734006734,False,2065.0,True
rome,rome:60:155-0-s239:p0,22,57,0,1513,100,10,0.0,1881.0,12.0,0.0,0.0,0.0,True,1881.0,True
rome,rome:60:155-0-s239:p0,23,63,27,1513,100,10,270.0,2079.0,12.0,0.12987012987012986,0.010822510822510822,0.012987012987012988,False,2052.0,True
rome,rome:60:155-0-s253:p0,0,59,298,1101,100,10,2980.0,1947.0,12.0,1.5305598356445813,0.12754665297038179,0.15305598356445815,False,1649.0,True
rome,rome:60:155-0-s253:p0,1,61,2,1203,100,10,20.0,2013.0,12.0,0.009935419771485345,0.0008279516476237788,0.0009935419771485345,True,2011.0,True
rome,rome:60:155-0-s253:p0,2,59,13,1203,100,10,130.0,1947.0,12.0,0.0667693888032871,0.005564115733607259,0.00667693888032871,False,1934.0,True
rome,rome:60:155-0-s253:p0,3,61,0,1204,100,10,0.0,2013.0,12.0,0.0,0.0,0.0,True,2013.0,True
rome,rome:60:155-0-s253:p0,4,59,0,1204,100,10,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:155-0-s253:p0,5,61,2,1204,100,10,20.0,2013.0,12.0,0.009935419771485345,0.0008279516476237788,0.0009935419771485345,True,2011.0,True
rome,rome:60:155-0-s253:p0,6,59,14,1204,100,10,140.0,1947.0,12.0,0.07190549563430919,0.005992124636192433,0.007190549563430919,False,1933.0,True
rome,rome:60:155-0-s253:p0,7,61,15,1204,100,10,150.0,2013.0,12.0,0.07451564828614009,0.00620963735717834,0.007451564828614009,False,1998.0,True
rome,rome:60:155-0-s253:p0,8,60,15,1204,100,10,150.0,1980.0,12.0,0.07575757575757576,0.006313131313131313,0.007575757575757576,False,1965.0,True
rome,rome:60:155-0-s253:p0,9,59,18,1204,100,10,180.0,1947.0,12.0,0.09244992295839753,0.007704160246533128,0.009244992295839754,False,1929.0,True
rome,rome:60:155-0-s253:p0,10,60,6,1204,100,10,60.0,1980.0,12.0,0.030303030303030304,0.0025252525252525255,0.0030303030303030303,True,1974.0,True
rome,rome:60:155-0-s253:p0,11,62,10,1204,100,10,100.0,2046.0,12.0,0.04887585532746823,0.0040729879439556855,0.004887585532746823,True,2036.0,True
rome,rome:60:155-0-s253:p0,12,60,13,1204,100,10,130.0,1980.0,12.0,0.06565656565656566,0.005471380471380472,0.0065656565656565654,False,1967.0,True
rome,rome:60:155-0-s253:p0,13,61,13,1204,100,10,130.0,2013.0,12.0,0.06458022851465474,0.005381685709554562,0.006458022851465474,False,2000.0,True
rome,rome:60:155-0-s253:p0,14,59,17,1204,100,10,170.0,1947.0,12.0,0.08731381612737545,0.007276151343947954,0.008731381612737545,False,1930.0,True
rome,rome:60:155-0-s253:p0,15,59,13,1204,100,10,130.0,1947.0,12.0,0.0667693888032871,0.005564115733607259,0.00667693888032871,False,1934.0,True
rome,rome:60:155-0-s253:p0,16,60,3,1204,100,10,30.0,1980.0,12.0,0.015151515151515152,0.0012626262626262627,0.0015151515151515152,True,1977.0,True
rome,rome:60:155-0-s253:p0,17,60,0,1204,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s253:p0,18,59,6,1204,100,10,60.0,1947.0,12.0,0.030816640986132512,0.0025680534155110425,0.0030816640986132513,True,1941.0,True
rome,rome:60:155-0-s253:p0,19,72,0,1204,100,10,0.0,2376.0,12.0,0.0,0.0,0.0,True,2376.0,True
rome,rome:60:155-0-s253:p0,20,48,9,1204,100,10,90.0,1584.0,12.0,0.056818181818181816,0.004734848484848485,0.005681818181818182,True,1575.0,True
rome,rome:60:155-0-s253:p0,21,61,7,1204,100,10,70.0,2013.0,12.0,0.03477396920019871,0.0028978307666832257,0.003477396920019871,True,2006.0,True
rome,rome:60:155-0-s253:p0,22,59,0,1204,100,10,0.0,1947.0,12.0,0.0,0.0,0.0,True,1947.0,True
rome,rome:60:155-0-s253:p0,23,60,0,1204,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s266:p0,0,58,310,1200,100,10,3100.0,1914.0,12.0,1.619644723092999,0.13497039359108323,0.1619644723092999,False,1604.0,True
rome,rome:60:155-0-s266:p0,1,65,0,1203,100,10,0.0,2145.0,12.0,0.0,0.0,0.0,True,2145.0,True
rome,rome:60:155-0-s266:p0,2,54,0,1203,100,10,0.0,1782.0,12.0,0.0,0.0,0.0,True,1782.0,True
rome,rome:60:155-0-s266:p0,3,60,0,1203,100,10,0.0,1980.0,12.0,0.0,0.0,0.0,True,1980.0,True
rome,rome:60:155-0-s266:p0,4,64,0,1203,100,10,0.0,2112.0,12.0,0.0,0.0,0.0,True,2112.0,True
rome,rome:60:155-0-s266:p0,5,65,9,1203,100,10,90.0,2145.0,12.0,0.04195804195804196,0.0034965034965034965,0.004195804195804196,True,2136.0,True
