dataset,period_id,alpha,fallback_rate_cents_per_m,max_zone_rate_cents_per_m,exact_fee_cents,strategic_min_fee_cents,withholding_gain,declared_outage_intervals,honest_penalty_all_outage,honest_penalty_moving_outage,n_intervals,n_all_outage_edges,n_moving_outage_edges,honest_outage_source,all_outage_movement_ratio,all_outage_dwell_edge_share,moving_outage_movement_ratio,moving_outage_dwell_edge_share,speed_bound_ok
rome,rome:60:11-0-s186:p0,1.2,14.399999999999999,12.0,5680.0,5680.0,0.0,0,57.23373239436619,46.11021126760564,24,10,8,derived_from_native_gap_count,0.008148343904157857,0.2,0.009991809991809993,0.0,True
rome,rome:60:11-0-s84:p0,0.1,1.2000000000000002,12.0,3060.0,3060.0,0.0,0,2.3026143790849676,1.513202614379085,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.2,2.4000000000000004,12.0,3060.0,3060.0,0.0,0,4.696732026143791,3.1179084967320265,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.3,3.5999999999999996,12.0,3060.0,3060.0,0.0,0,7.090849673202614,4.722614379084967,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.4,4.800000000000001,12.0,3060.0,3060.0,0.0,0,9.48496732026144,6.327320261437909,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.5,6.0,12.0,3060.0,3060.0,0.0,0,11.879084967320262,7.93202614379085,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.6,7.199999999999999,12.0,3060.0,3060.0,0.0,0,14.273202614379086,9.53673202614379,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.7,8.399999999999999,12.0,3060.0,3060.0,0.0,0,16.667320261437904,11.14143790849673,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.8,9.600000000000001,12.0,3060.0,3060.0,0.0,0,19.061437908496735,12.746143790849674,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,0.9,10.8,12.0,3060.0,3060.0,0.0,0,21.455555555555556,14.350849673202616,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,1.0,12.0,12.0,3060.0,3060.0,0.0,0,23.84967320261438,15.955555555555556,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,1.1,13.200000000000001,12.0,3060.0,3060.0,0.0,0,26.243790849673204,17.5602614379085,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:11-0-s84:p0,1.2,14.399999999999999,12.0,3060.0,3060.0,0.0,0,28.637908496732027,19.164967320261436,24,3,2,derived_from_native_gap_count,0.004586404586404586,0.3333333333333333,0.006842619745845552,0.0,True
rome,rome:60:124-1-s99:p0,0.1,1.2000000000000002,12.0,1540.0,1540.0,0.0,0,18.330389610389613,5.165974025974026,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.2,2.4000000000000004,12.0,1540.0,1540.0,0.0,0,37.050389610389615,10.591688311688312,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.3,3.5999999999999996,12.0,1540.0,1540.0,0.0,0,55.770389610389614,16.017402597402594,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.4,4.800000000000001,12.0,1540.0,1540.0,0.0,0,74.49038961038961,21.443116883116883,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.5,6.0,12.0,1540.0,1540.0,0.0,0,93.21038961038961,26.868831168831168,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.6,7.199999999999999,12.0,1540.0,1540.0,0.0,0,111.93038961038962,32.29454545454545,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.7,8.399999999999999,12.0,1540.0,1540.0,0.0,0,130.6503896103896,37.720259740259735,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.8,9.600000000000001,12.0,1540.0,1540.0,0.0,0,149.37038961038962,43.14597402597403,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,0.9,10.8,12.0,1540.0,1540.0,0.0,0,168.09038961038965,48.57168831168832,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,1.0,12.0,12.0,1540.0,1540.0,0.0,0,186.81038961038962,53.9974025974026,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,1.1,13.200000000000001,12.0,1540.0,1540.0,0.0,0,205.53038961038965,59.42311688311689,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:124-1-s99:p0,1.2,14.399999999999999,12.0,1540.0,1540.0,0.0,0,224.25038961038965,64.84883116883115,24,11,3,derived_from_native_gap_count,0.0024975024975024975,0.7272727272727273,0.0057446502944133275,0.0,True
rome,rome:60:127-0-s273:p0,0.1,1.2000000000000002,12.0,15504.0,8947.2,0.42291021671826623,2,0.30928792569659447,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.2,2.4000000000000004,12.0,15504.0,12324.0,0.20510835913312694,1,0.6208978328173376,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.3,3.5999999999999996,12.0,15504.0,14700.0,0.05185758513931889,1,0.9325077399380804,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.4,4.800000000000001,12.0,15504.0,15504.0,0.0,0,1.2441176470588238,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.5,6.0,12.0,15504.0,15504.0,0.0,0,1.5557275541795665,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.6,7.199999999999999,12.0,15504.0,15504.0,0.0,0,1.8673374613003093,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.7,8.399999999999999,12.0,15504.0,15504.0,0.0,0,2.1789473684210523,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.8,9.600000000000001,12.0,15504.0,15504.0,0.0,0,2.490557275541796,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,0.9,10.8,12.0,15504.0,15504.0,0.0,0,2.8021671826625387,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,1.0,12.0,12.0,15504.0,15504.0,0.0,0,3.113777089783282,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,1.1,13.200000000000001,12.0,15504.0,15504.0,0.0,0,3.425386996904025,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:127-0-s273:p0,1.2,14.399999999999999,12.0,15504.0,15504.0,0.0,0,3.7369969040247675,,24,2,0,derived_from_native_gap_count,0.0007451564828614009,1.0,,,True
rome,rome:60:128-0-s16:p0,0.1,1.2000000000000002,12.0,690.0,690.0,0.0,0,17.804637681159427,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.2,2.4000000000000004,12.0,690.0,690.0,0.0,0,35.710724637681174,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.3,3.5999999999999996,12.0,690.0,690.0,0.0,0,53.616811594202886,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.4,4.800000000000001,12.0,690.0,690.0,0.0,0,71.52289855072466,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.5,6.0,12.0,690.0,690.0,0.0,0,89.42898550724638,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.6,7.199999999999999,12.0,690.0,690.0,0.0,0,107.33507246376809,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.7,8.399999999999999,12.0,690.0,690.0,0.0,0,125.2411594202898,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.8,9.600000000000001,12.0,690.0,690.0,0.0,0,143.14724637681164,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,0.9,10.8,12.0,690.0,690.0,0.0,0,161.05333333333337,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,1.0,12.0,12.0,690.0,690.0,0.0,0,178.95942028985507,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,1.1,13.200000000000001,12.0,690.0,690.0,0.0,0,196.86550724637684,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p0,1.2,14.399999999999999,12.0,690.0,690.0,0.0,0,214.7715942028985,,24,5,0,derived_from_native_gap_count,0.0006798756798756799,1.0,,,True
rome,rome:60:128-0-s16:p1,0.1,1.2000000000000002,12.0,1520.0,1520.0,0.0,0,7.702631578947369,2.9415789473684217,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.2,2.4000000000000004,12.0,1520.0,1520.0,0.0,0,15.648684210526318,6.120000000000001,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.3,3.5999999999999996,12.0,1520.0,1520.0,0.0,0,23.594736842105263,9.298421052631578,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.4,4.800000000000001,12.0,1520.0,1520.0,0.0,0,31.540789473684214,12.47684210526316,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.5,6.0,12.0,1520.0,1520.0,0.0,0,39.48684210526316,15.655263157894737,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.6,7.199999999999999,12.0,1520.0,1520.0,0.0,0,47.43289473684211,18.833684210526314,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.7,8.399999999999999,12.0,1520.0,1520.0,0.0,0,55.378947368421045,22.012105263157892,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.8,9.600000000000001,12.0,1520.0,1520.0,0.0,0,63.32500000000001,25.190526315789477,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,0.9,10.8,12.0,1520.0,1520.0,0.0,0,71.27105263157895,28.368947368421054,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,1.0,12.0,12.0,1520.0,1520.0,0.0,0,79.21710526315789,31.54736842105263,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,1.1,13.200000000000001,12.0,1520.0,1520.0,0.0,0,87.16315789473684,34.725789473684216,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s16:p1,1.2,14.399999999999999,12.0,1520.0,1520.0,0.0,0,95.10921052631579,37.90421052631579,24,5,2,derived_from_native_gap_count,0.0036761053154495777,0.6,0.00894187779433681,0.0,True
rome,rome:60:128-0-s65:p0,0.1,1.2000000000000002,12.0,1704.0,1704.0,0.0,0,6.588028169014086,2.4338028169014088,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.2,2.4000000000000004,12.0,1704.0,1704.0,0.0,0,13.676056338028172,5.2690140845070434,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.3,3.5999999999999996,12.0,1704.0,1704.0,0.0,0,20.764084507042252,8.104225352112675,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.4,4.800000000000001,12.0,1704.0,1704.0,0.0,0,27.852112676056343,10.939436619718311,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.5,6.0,12.0,1704.0,1704.0,0.0,0,34.940140845070424,13.774647887323944,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.6,7.199999999999999,12.0,1704.0,1704.0,0.0,0,42.028169014084504,16.609859154929577,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.7,8.399999999999999,12.0,1704.0,1704.0,0.0,0,49.116197183098585,19.445070422535206,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.8,9.600000000000001,12.0,1704.0,1704.0,0.0,0,56.20422535211269,22.28028169014085,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,0.9,10.8,12.0,1704.0,1704.0,0.0,0,63.29225352112676,25.11549295774648,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,1.0,12.0,12.0,1704.0,1704.0,0.0,0,70.38028169014085,27.950704225352112,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,1.1,13.200000000000001,12.0,1704.0,1704.0,0.0,0,77.46830985915493,30.78591549295775,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s65:p0,1.2,14.399999999999999,12.0,1704.0,1704.0,0.0,0,84.55633802816901,33.62112676056338,24,5,2,derived_from_native_gap_count,0.007054148037754595,0.6,0.014157973174366617,0.0,True
rome,rome:60:128-0-s82:p0,0.1,1.2000000000000002,12.0,21024.0,15832.800000000001,0.24691780821917803,4,0.41484018264840195,0.18544520547945212,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.2,2.4000000000000004,12.0,21024.0,20892.0,0.006278538812785388,1,0.9912100456621007,0.53013698630137,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.3,3.5999999999999996,12.0,21024.0,21024.0,0.0,0,1.5675799086757989,0.8748287671232876,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.4,4.800000000000001,12.0,21024.0,21024.0,0.0,0,2.143949771689498,1.2195205479452056,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.5,6.0,12.0,21024.0,21024.0,0.0,0,2.720319634703196,1.5642123287671232,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.6,7.199999999999999,12.0,21024.0,21024.0,0.0,0,3.2966894977168946,1.9089041095890409,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.7,8.399999999999999,12.0,21024.0,21024.0,0.0,0,3.873059360730593,2.2535958904109585,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.8,9.600000000000001,12.0,21024.0,21024.0,0.0,0,4.449429223744293,2.5982876712328773,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,0.9,10.8,12.0,21024.0,21024.0,0.0,0,5.02579908675799,2.9429794520547947,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,1.0,12.0,12.0,21024.0,21024.0,0.0,0,5.6021689497716896,3.287671232876712,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,1.1,13.200000000000001,12.0,21024.0,21024.0,0.0,0,6.178538812785388,3.6323630136986305,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p0,1.2,14.399999999999999,12.0,21024.0,21024.0,0.0,0,6.7549086757990855,3.9770547945205474,24,5,3,derived_from_native_gap_count,0.02802535155476332,0.4,0.046199701937406856,0.0,True
rome,rome:60:128-0-s82:p1,0.1,1.2000000000000002,12.0,2592.0,2592.0,0.0,0,5.333796296296297,2.545833333333334,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.2,2.4000000000000004,12.0,2592.0,2592.0,0.0,0,10.940740740740743,5.341666666666668,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.3,3.5999999999999996,12.0,2592.0,2592.0,0.0,0,16.54768518518518,8.1375,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.4,4.800000000000001,12.0,2592.0,2592.0,0.0,0,22.154629629629632,10.933333333333335,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.5,6.0,12.0,2592.0,2592.0,0.0,0,27.761574074074073,13.729166666666666,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.6,7.199999999999999,12.0,2592.0,2592.0,0.0,0,33.36851851851851,16.525,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.7,8.399999999999999,12.0,2592.0,2592.0,0.0,0,38.97546296296296,19.32083333333333,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.8,9.600000000000001,12.0,2592.0,2592.0,0.0,0,44.582407407407416,22.11666666666667,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,0.9,10.8,12.0,2592.0,2592.0,0.0,0,50.189351851851846,24.9125,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,1.0,12.0,12.0,2592.0,2592.0,0.0,0,55.7962962962963,27.708333333333332,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,1.1,13.200000000000001,12.0,2592.0,2592.0,0.0,0,61.40324074074074,30.504166666666666,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p1,1.2,14.399999999999999,12.0,2592.0,2592.0,0.0,0,67.01018518518516,33.3,24,6,3,derived_from_native_gap_count,0.004871604326645199,0.5,0.00894187779433681,0.0,True
rome,rome:60:128-0-s82:p2,0.1,1.2000000000000002,12.0,612.0,612.0,0.0,0,11.841176470588238,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.2,2.4000000000000004,12.0,612.0,612.0,0.0,0,23.682352941176475,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.3,3.5999999999999996,12.0,612.0,612.0,0.0,0,35.523529411764706,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.4,4.800000000000001,12.0,612.0,612.0,0.0,0,47.36470588235295,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.5,6.0,12.0,612.0,612.0,0.0,0,59.205882352941174,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.6,7.199999999999999,12.0,612.0,612.0,0.0,0,71.04705882352941,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.7,8.399999999999999,12.0,612.0,612.0,0.0,0,82.88823529411764,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.8,9.600000000000001,12.0,612.0,612.0,0.0,0,94.7294117647059,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,0.9,10.8,12.0,612.0,612.0,0.0,0,106.57058823529412,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,1.0,12.0,12.0,612.0,612.0,0.0,0,118.41176470588235,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,1.1,13.200000000000001,12.0,612.0,612.0,0.0,0,130.25294117647059,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:128-0-s82:p2,1.2,14.399999999999999,12.0,612.0,612.0,0.0,0,142.09411764705882,,24,3,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:134-0-s99:p0,0.1,1.2000000000000002,12.0,1908.0,1908.0,0.0,0,7.327672955974844,1.058490566037736,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.2,2.4000000000000004,12.0,1908.0,1908.0,0.0,0,14.944654088050317,2.324528301886793,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.3,3.5999999999999996,12.0,1908.0,1908.0,0.0,0,22.561635220125783,3.5905660377358486,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.4,4.800000000000001,12.0,1908.0,1908.0,0.0,0,30.178616352201264,4.856603773584906,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.5,6.0,12.0,1908.0,1908.0,0.0,0,37.795597484276726,6.122641509433962,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.6,7.199999999999999,12.0,1908.0,1908.0,0.0,0,45.41257861635219,7.388679245283018,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.7,8.399999999999999,12.0,1908.0,1908.0,0.0,0,53.029559748427666,8.654716981132074,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.8,9.600000000000001,12.0,1908.0,1908.0,0.0,0,60.64654088050315,9.920754716981133,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,0.9,10.8,12.0,1908.0,1908.0,0.0,0,68.2635220125786,11.18679245283019,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,1.0,12.0,12.0,1908.0,1908.0,0.0,0,75.88050314465409,12.452830188679245,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,1.1,13.200000000000001,12.0,1908.0,1908.0,0.0,0,83.49748427672957,13.718867924528302,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:134-0-s99:p0,1.2,14.399999999999999,12.0,1908.0,1908.0,0.0,0,91.11446540880502,14.984905660377358,24,6,1,derived_from_native_gap_count,0.003798199983486087,0.8333333333333334,0.01639344262295082,0.0,True
rome,rome:60:137-0-s71:p0,0.1,1.2000000000000002,12.0,10974.0,7466.400000000001,0.31962821213778014,1,1.7605613267723712,1.1074904319300165,24,9,6,derived_from_native_gap_count,0.013357619914996965,0.3333333333333333,0.019374068554396422,0.0,True
rome,rome:60:137-0-s71:p0,0.2,2.4000000000000004,12.0,10974.0,9802.800000000001,0.1067249863313285,1,3.7416438855476586,2.428212137780208,24,9,6,derived_from_native_gap_count,0.013357619914996965,0.3333333333333333,0.019374068554396422,0.0,True
rome,rome:60:137-0-s71:p0,0.3,3.5999999999999996,12.0,10974.0,10974.0,0.0,0,5.722726444322946,3.7489338436303994,24,9,6,derived_from_native_gap_count,0.013357619914996965,0.3333333333333333,0.019374068554396422,0.0,True
rome,rome:60:137-0-s71:p0,0.4,4.800000000000001,12.0,10974.0,10974.0,0.0,0,7.7038090030982325,5.069655549480592,24,9,6,derived_from_native_gap_count,0.013357619914996965,0.3333333333333333,0.019374068554396422,0.0,True
rome,rome:60:137-0-s71:p0,0.5,6.0,12.0,10974.0,10974.0,0.0,0,9.684891561873519,6.390377255330782,24,9,6,derived_from_native_gap_count,0.013357619914996965,0.3333333333333333,0.019374068554396422,0.0,True
rome,rome:60:137-0-s71:p0,0.6,7.199999999999999,12.0,10974.0,10974.0,0.0,0,11.665974120648809,7.711098961180974,24,9,6,derived_from_native_gap_count,0.013357619914996965,0.3333333333333333,0.019374068554396422,0.0,True
